,year,org_id,loan_amt,entity_structure,total_proj_cost,food_desert,food_desert_2,hffi_year,proj_desc,bus_type,activity,activity_other,latitude,longitude,street,address_2,city,state,zipcode,zipcode_4,fips,address,location,point,lat,long,alt
738,2015,1664,345000.0,,345000.0,TRF,Not Applicable,,Grocery,RETAIL,,,,,7220 HAYNE BLVD,,NEW ORLEANS,LA,70126.0,,22071001724.0,"7220 HAYNE BLVD,NEW ORLEANS,LA,70126","Hayne Boulevard, Seabrook, New Orleans, Orleans Parish, Louisiana, 70126, United States of America","(30.034601, -90.02184, 0.0)",30.034601,-90.02184,0.0
740,2015,1664,250000.0,,250000.0,TRF,Not Applicable,,Grocery,RETAIL,,,,,3402 TULANE AVE,,NEW ORLEANS,LA,70119.0,,,"3402 TULANE AVE,NEW ORLEANS,LA,70119","3402, Tulane Avenue, Broadmoor, New Orleans, Orleans Parish, Louisiana, 70119, United States of America","(29.96537493877551, -90.09882669387754, 0.0)",29.96537493877551,-90.09882669387754,0.0
741,2015,1664,50000.0,,50000.0,TRF,Not Applicable,,Grocery,RETAIL,,,,,3402 TULANE AVE,,NEW ORLEANS,LA,70119.0,,,"3402 TULANE AVE,NEW ORLEANS,LA,70119","3402, Tulane Avenue, Broadmoor, New Orleans, Orleans Parish, Louisiana, 70119, United States of America","(29.96537493877551, -90.09882669387754, 0.0)",29.96537493877551,-90.09882669387754,0.0
742,2015,1664,155000.0,,155000.0,TRF,Not Applicable,,Grocery,RETAIL,,,,,7212 HAYNE BLVD,,NEW ORLEANS,LA,70126.0,,22071001724.0,"7212 HAYNE BLVD,NEW ORLEANS,LA,70126","Hayne Boulevard, Seabrook, New Orleans, Orleans Parish, Louisiana, 70126, United States of America","(30.034601, -90.02184, 0.0)",30.034601,-90.02184,0.0
743,2014,497,750000.0,FORPROFIT,1130000.0,OTHER,Targeted Population,,FFFI Grocery Store,RETAIL,,,,,1900 N Broadway,,Baltimore,MD,21213.0,,,"1900 N Broadway,Baltimore,MD,21213","Porter Dental, 1900, North Broadway, East Baltimore Midway, Baltimore, Maryland, 21213, United States of America","(39.3123398, -76.5965497, 0.0)",39.3123398,-76.5965497,0.0
744,2014,497,1264000.0,NONPROFIT,6855667.0,TRF,,,FFFI Grocery Store,RETAIL,,,,,3101 W 9th St,,Chester,PA,19013.0,,42045405400.0,"3101 W 9th St,Chester,PA,19013","Safinco, 3101, West 9th Street, Trainer, Delaware County, Pennsylvania, 19013, United States of America","(39.8341713, -75.3979497, 0.0)",39.8341713,-75.3979497,0.0
745,2014,497,136000.0,FORPROFIT,15900000.0,TRF,,,Grocery Store (Non-FFFI),RETAIL,,,,,4601 Liberty Heights Ave,,Baltimore,MD,21207.0,,24510280200.0,"4601 Liberty Heights Ave,Baltimore,MD,21207","4601, Liberty Heights Avenue, Forest Park, Baltimore, Maryland, 21207, United States of America","(39.330894, -76.694447, 0.0)",39.330894,-76.694447,0.0
746,2014,497,3000000.0,FORPROFIT,15900000.0,TRF,,,Grocery Store (Non-FFFI),RETAIL,,,,,4601 Liberty Heights Ave,,Baltimore,MD,21207.0,,24510280200.0,"4601 Liberty Heights Ave,Baltimore,MD,21207","4601, Liberty Heights Avenue, Forest Park, Baltimore, Maryland, 21207, United States of America","(39.330894, -76.694447, 0.0)",39.330894,-76.694447,0.0
755,2015,1664,50000.0,,50000.0,TRF,Not Applicable,,Restaurant bringing fresh foods and spices to a food desert,NONRETAIL,,,,,617 PIETY ST,,NEW ORLEANS,LA,70117.0,,22071001200.0,"617 PIETY ST,NEW ORLEANS,LA,70117","Pizza Delicious, 617, Piety Street, French Market, Bywater, New Orleans, Orleans Parish, Louisiana, 70117, United States of America","(29.9624264, -90.0428774, 0.0)",29.9624264,-90.0428774,0.0
756,2015,1664,463500.0,,463500.0,TRF,Not Applicable,,Revamped grocery store with fresh produce and meats,RETAIL,,,,,13572 River Road,,DESTREHAN,LA,70047.0,,,"13572 River Road,DESTREHAN,LA,70047","13572, River Road, Good Hope, Norco, St. Charles Parish, Louisiana, 70047, United States of America","(29.951422033915108, -90.38085348730056, 0.0)",29.951422033915108,-90.38085348730056,0.0
757,2015,1664,35000.0,,35000.0,TRF,Not Applicable,,Revamped grocery store with fresh produce and meats,RETAIL,,,,,13572 River Road,,DESTREHAN,LA,70047.0,,,"13572 River Road,DESTREHAN,LA,70047","13572, River Road, Good Hope, Norco, St. Charles Parish, Louisiana, 70047, United States of America","(29.951422033915108, -90.38085348730056, 0.0)",29.951422033915108,-90.38085348730056,0.0
758,2015,1664,70000.0,,70000.0,TRF,Not Applicable,,cery store in the Vietnamese Community,RETAIL,,,,,4646 Michoud Blvd,,NEW ORLEANS,LA,70129.0,,,"4646 Michoud Blvd,NEW ORLEANS,LA,70129","4646, Michoud Boulevard, Michoud, New Orleans, Orleans Parish, Louisiana, 70129, United States of America","(30.032021408163263, -89.92792474489795, 0.0)",30.032021408163263,-89.92792474489795,0.0
759,2015,1664,48865.92,,48865.92,TRF,Not Applicable,,Fresh produce and meat in a convenience store,RETAIL,,,,,3402 TULANE AVE,,NEW ORLEANS,LA,70119.0,,,"3402 TULANE AVE,NEW ORLEANS,LA,70119","3402, Tulane Avenue, Broadmoor, New Orleans, Orleans Parish, Louisiana, 70119, United States of America","(29.96537493877551, -90.09882669387754, 0.0)",29.96537493877551,-90.09882669387754,0.0
763,2015,110,250000.0,,10000000.0,ERS,,,"Financed the expansion of Brattleboro Food Co-op, in a census tract adjacent to a food desert.",RETAIL,,,,,2 Main Street,,Brattleboro,VT,5301.0,,50025968500.0,"2 Main Street,Brattleboro,VT,5301","Brattleboro Food Co-Op, 2, Main Street, Fairview Village, Brattleboro, Windham County, Vermont, 05301, United States of America","(42.8504406, -72.55821457219098, 0.0)",42.8504406,-72.55821457219098,0.0
764,2015,110,200000.0,,200000.0,ERS,,,"Financed the reset of the Good Tern Food Co-op, in a census tract adjacent to a food desert.",RETAIL,,,,,750 Main Street,,Rockland,ME,4841.0,,,"750 Main Street,Rockland,ME,4841","750, Main Street, Blackinton Corners, Rockland, Knox County, Maine, 04841, United States of America","(44.1121433, -69.1067194, 0.0)",44.1121433,-69.1067194,0.0
765,2015,110,750000.0,,11900000.0,TRF,,,Construction of a new Food Co-op Retail outlet in a food desert tract.,RETAIL,,,,,100 Watervliet Avenue,,Albany,NY,12206.0,,36001000300.0,"100 Watervliet Avenue,Albany,NY,12206","Honest Weight Food Co-op, 100, Watervliet Avenue, Beverwyck, West Albany, Albany, Albany County, New York, 12206, United States of America","(42.678649199999995, -73.78152309856046, 0.0)",42.678649199999995,-73.78152309856046,0.0
766,2015,110,850000.0,,850000.0,TRF,,,Financed GreenStar Co-op expansion of retail food co-op to a food desert tract.,RETAIL,,,,,307 College Avenue,,Ithaca,NY,14850.0,,,"307 College Avenue,Ithaca,NY,14850","307, College Avenue, East Ithaca, Ithaca, Ithaca Town, Tompkins County, New York, 14850, United States of America","(42.440760499999996, -76.4850955, 0.0)",42.440760499999996,-76.4850955,0.0
767,2015,110,825000.0,,1166232.0,ERS,,,Refinanced River Valley Market a retail food co-op adjacent to a food desert tract,RETAIL,,,,,330 N. King St,,Northampton,MA,1061.0,,25015821601.0,"330 N. King St,Northampton,MA,1061","River Valley Co-op, 330, North King Street, Laurel Park, Northampton, Hampshire County, Massachusetts, 1060, United States of America","(42.3478298, -72.6433711, 0.0)",42.3478298,-72.6433711,0.0
768,2015,110,175000.0,,207143.5,ERS,,,Financed Fiddleheads Food Co-op expansion of retail food co-op adjacent to a food desert tract.,RETAIL,,,,,13 Broad St.,,New London,CT,6320.0,,9011690500.0,"13 Broad St.,New London,CT,6320","Fiddleheads Food Cooperative, 13, Broad Street, Williams Memorial Park Historic District, Downtown New London, New London, New London County, Connecticut, 06320, United States of America","(41.355899, -72.0997518, 0.0)",41.355899,-72.0997518,0.0
769,2015,110,800000.0,,950651.5,TRF,,,New food desert retail food co-op. Address is new and not in TRF but is LSA (250251101005).,RETAIL,,,,,3815 Washington Street,,Boston,MA,2130.0,,25025120201.0,"3815 Washington Street,Boston,MA,2130","Washington Street, Chinatown, Beacon Hill, Boston, Suffolk County, Massachusetts, 02111, United States of America","(42.3484064, -71.0640842, 0.0)",42.3484064,-71.0640842,0.0
770,2015,110,20000.0,,20000.0,ERS,,,Financed the expansion of Quabbin Harvest Food Co-op a retail food co-op in a food desert tract,RETAIL,,,,,131 W. Main Street,,Orange,MA,1364.0,,25011040501.0,"131 W. Main Street,Orange,MA,1364","131, Main Street, North Orange, Orange, Franklin County, Massachusetts, 01364, United States of America","(42.635413243902434, -72.26893880487805, 0.0)",42.635413243902434,-72.26893880487805,0.0
783,2015,1208,350000.0,NONPROFIT,720000.0,ERS,,,Nonprofit organization that provides at-risk youth a path to self sufficiency through training,RETAIL,,,,,300 N. Broad Street,,New Orleans,LA,70719.0,,,"300 N. Broad Street,New Orleans,LA,70719","Whole Foods Market, 300, North Broad Street, Faubourg St. John, New Orleans, Orleans Parish, Louisiana, 70119, United States of America","(29.96718, -90.0844933, 0.0)",29.96718,-90.0844933,0.0
789,2015,1208,3381023.0,FORPROFIT,5854602.0,ERS,,,Independent Grocery Store,RETAIL,,,,,14424 Schaefer,,Detroit,MI,48227.0,,26163537100.0,"14424 Schaefer,Detroit,MI,48227","Banner Supermarket, 14424, Schaefer Highway, Happy Homes, Northwest Detroit, Detroit, Wayne County, Michigan, 48227, United States of America","(42.3944825, -83.1777804, 0.0)",42.3944825,-83.1777804,0.0
790,2015,1208,1500000.0,FORPROFIT,12000000.0,TRF,,,Capital improvements for 8 stores to expand fresh food offerings and refinancing seller's debt.,RETAIL,,,,,1309 South Alvarado Street,,Los Angeles,CA,90006.0,,6037224310.0,"1309 South Alvarado Street,Los Angeles,CA,90006","1309, Alvarado Street, Alvarado Terrace Historic District, Pico-Union, Los Angeles, Los Angeles County, California, 90006, United States of America","(34.046970157894734, -118.28298921052632, 0.0)",34.046970157894734,-118.28298921052632,0.0
791,2015,1208,1500000.0,FORPROFIT,12000000.0,TRF,,,Capital improvements for 8 stores to expand fresh food offerings and refinancing seller's debt.,RETAIL,,,,,9127 South Figueroa Street,,Los Angeles,CA,90003.0,,,"9127 South Figueroa Street,Los Angeles,CA,90003","South Figueroa Street, Vermont Vista, Los Angeles, Los Angeles County, California, 90745, United States of America","(33.9600377, -118.2827169, 0.0)",33.9600377,-118.2827169,0.0
792,2015,1208,1500000.0,FORPROFIT,12000000.0,TRF,,,Capital improvements for 8 stores to expand fresh food offerings and refinancing seller's debt.,RETAIL,,,,,310 East Manchester Avenue,,Los Angeles,CA,90003.0,,,"310 East Manchester Avenue,Los Angeles,CA,90003","310, East Manchester Avenue, Green Meadows, Los Angeles, Los Angeles County, California, 90003, United States of America","(33.96002761224489, -118.26922424489796, 0.0)",33.96002761224489,-118.26922424489796,0.0
793,2015,1208,1500000.0,FORPROFIT,12000000.0,TRF,,,Capital improvements for 8 stores to expand fresh food offerings and refinancing seller's debt.,RETAIL,,,,,500 South Pacific Avenue,,San Pedro,CA,90731.0,,,"500 South Pacific Avenue,San Pedro,CA,90731","South Pacific Avenue, San Pedro, Los Angeles, Los Angeles County, California, 90731, United States of America","(33.7432902, -118.287881, 0.0)",33.7432902,-118.287881,0.0
794,2015,1208,1500000.0,FORPROFIT,12000000.0,TRF,,,Capital improvements for 8 stores to expand fresh food offerings and refinancing seller's debt.,RETAIL,,,,,4710 South Broadway Avenue,,Los Angeles,CA,90037.0,,,"4710 South Broadway Avenue,Los Angeles,CA,90037","South Broadway Avenue, San Pedro, Los Angeles, Los Angeles County, California, 90732, United States of America","(33.7383755, -118.308643, 0.0)",33.7383755,-118.308643,0.0
795,2015,1208,1500000.0,FORPROFIT,12000000.0,TRF,,,Capital improvements for 8 stores to expand fresh food offerings and refinancing seller's debt.,RETAIL,,,,,4373 South Vermont Avenue,,Los Angeles,CA,90037.0,,,"4373 South Vermont Avenue,Los Angeles,CA,90037","South Vermont Avenue, Wildasin, Vermont Knolls, Los Angeles, Los Angeles County, California, 90044-3530, United States of America","(33.9729469, -118.2915726, 0.0)",33.9729469,-118.2915726,0.0
796,2015,828,96154.0,NONPROFIT,98557.69,ERS,,,Year-round farmer's market,RETAIL,,,,,9501 S. Cottage Grove Avenue,,Chicago,IL,60628.0,,,"9501 S. Cottage Grove Avenue,Chicago,IL,60628","9501, South Cottage Grove Avenue, Pullman, Chicago, Cook County, Illinois, 60628, United States of America","(41.718731, -87.603839, 0.0)",41.718731,-87.603839,0.0
797,2015,828,500000.0,FORPROFIT,678000.0,ERS,,,Predevelopment for 5 acre retail development anchored by a Whole Foods Market,RETAIL,,,,,800 W. 63rd St.,,Chicago,IL,60621.0,,,"800 W. 63rd St.,Chicago,IL,60621","800, West 63rd Street, Englewood, Chicago, Cook County, Illinois, 60621, United States of America","(41.779808, -87.646342, 0.0)",41.779808,-87.646342,0.0
798,2015,828,660000.0,FORPROFIT,1070000.0,ERS,,,Improvements and start up expenses for new grocery store,RETAIL,,,,,100 S. Orchard Drive,,Park Forest,IL,60466.0,,17031830300.0,"100 S. Orchard Drive,Park Forest,IL,60466","100, South Orchard Drive, Park Forest, Cook County, Illinois, 60466, United States of America","(41.48304234218853, -87.68391195793899, 0.0)",41.48304234218853,-87.68391195793899,0.0
799,2015,828,903846.0,NONPROFIT,926442.3,ERS,,,"Urban farm, incubator/commercial kitchens, processing/distribution centers, restaurant, classrooms",NONRETAIL,,,,,9501 S. Cottage Grove Avenue,,Chicago,IL,60628.0,,,"9501 S. Cottage Grove Avenue,Chicago,IL,60628","9501, South Cottage Grove Avenue, Pullman, Chicago, Cook County, Illinois, 60628, United States of America","(41.718731, -87.603839, 0.0)",41.718731,-87.603839,0.0
800,2015,828,160333.0,FORPROFIT,696288.6,OTHER,"DHED, City of Chicago",,Fresh produce market,RETAIL,,,,,300 E. 51st Street,,Chicago,IL,60615.0,,17031381800.0,"300 E. 51st Street,Chicago,IL,60615","Urban Juncture, 300, East 51st Street, Washington Park, Chicago, Cook County, Illinois, 60615, United States of America","(41.802224, -87.6191002, 0.0)",41.802224,-87.6191002,0.0
801,2015,828,1639667.0,FORPROFIT,7120712.0,OTHER,"DHED, City of Chicago",,Four dining venues; emphasis on healthy food and health and wellness education,NONRETAIL,,,,,300 E. 51st Street,,Chicago,IL,60615.0,,17031381800.0,"300 E. 51st Street,Chicago,IL,60615","Urban Juncture, 300, East 51st Street, Washington Park, Chicago, Cook County, Illinois, 60615, United States of America","(41.802224, -87.6191002, 0.0)",41.802224,-87.6191002,0.0
802,2015,1208,1500000.0,FORPROFIT,12000000.0,TRF,,,Capital improvements for 8 stores to expand fresh food offerings and refinancing seller's debt.,RETAIL,,,,,4710 South Broadway Avenue,,Los Angeles,CA,90037.0,,,"4710 South Broadway Avenue,Los Angeles,CA,90037","South Broadway Avenue, San Pedro, Los Angeles, Los Angeles County, California, 90732, United States of America","(33.7383755, -118.308643, 0.0)",33.7383755,-118.308643,0.0
803,2015,1208,1500000.0,FORPROFIT,12000000.0,TRF,,,Capital improvements for 8 stores to expand fresh food offerings and refinancing seller's debt.,RETAIL,,,,,4373 South Vermont Avenue,,Los Angeles,CA,90037.0,,,"4373 South Vermont Avenue,Los Angeles,CA,90037","South Vermont Avenue, Wildasin, Vermont Knolls, Los Angeles, Los Angeles County, California, 90044-3530, United States of America","(33.9729469, -118.2915726, 0.0)",33.9729469,-118.2915726,0.0
804,2015,1208,1500000.0,FORPROFIT,12000000.0,TRF,,,Capital improvements for 8 stores to expand fresh food offerings and refinancing seller's debt.,RETAIL,,,,,1309 South Alvarado Street,,Los Angeles,CA,90006.0,,6037224310.0,"1309 South Alvarado Street,Los Angeles,CA,90006","1309, Alvarado Street, Alvarado Terrace Historic District, Pico-Union, Los Angeles, Los Angeles County, California, 90006, United States of America","(34.046970157894734, -118.28298921052632, 0.0)",34.046970157894734,-118.28298921052632,0.0
805,2015,1208,1500000.0,FORPROFIT,12000000.0,TRF,,,Capital improvements for 8 stores to expand fresh food offerings and refinancing seller's debt.,RETAIL,,,,,9127 South Figueroa Street,,Los Angeles,CA,90003.0,,,"9127 South Figueroa Street,Los Angeles,CA,90003","South Figueroa Street, Vermont Vista, Los Angeles, Los Angeles County, California, 90745, United States of America","(33.9600377, -118.2827169, 0.0)",33.9600377,-118.2827169,0.0
806,2015,1208,1500000.0,FORPROFIT,12000000.0,TRF,,,Capital improvements for 8 stores to expand fresh food offerings and refinancing seller's debt.,RETAIL,,,,,310 East Manchester Avenue,,Los Angeles,CA,90003.0,,,"310 East Manchester Avenue,Los Angeles,CA,90003","310, East Manchester Avenue, Green Meadows, Los Angeles, Los Angeles County, California, 90003, United States of America","(33.96002761224489, -118.26922424489796, 0.0)",33.96002761224489,-118.26922424489796,0.0
807,2015,1208,1500000.0,FORPROFIT,12000000.0,TRF,,,Capital improvements for 8 stores to expand fresh food offerings and refinancing seller's debt.,RETAIL,,,,,500 South Pacific Avenue,,San Pedro,CA,90731.0,,,"500 South Pacific Avenue,San Pedro,CA,90731","South Pacific Avenue, San Pedro, Los Angeles, Los Angeles County, California, 90731, United States of America","(33.7432902, -118.287881, 0.0)",33.7432902,-118.287881,0.0
808,2015,1985,36062.5,FORPROFIT,36062.5,OTHER,USDA 2013 Map,,Restaurant,RETAIL,,,,,1509 Arapahoe Avenue,,Boulder,CO,80302.0,,8013012204.0,"1509 Arapahoe Avenue,Boulder,CO,80302","Thrive, 1509, Arapahoe Avenue, The Hill, Ara, Boulder, Boulder County, Colorado, 80302, United States of America","(40.01488365, -105.2743384, 0.0)",40.01488365,-105.2743384,0.0
811,2015,1985,5210.0,FORPROFIT,5210.0,ERS,,,Restr and retail srvg local produce for immediate consumption; distribution; LA/LI area,NONRETAIL,,,,,379 Main Street,,Longmont,CO,80501.0,,,"379 Main Street,Longmont,CO,80501","379, Main Street, Longmont Downtown, Dominion, Longmont, Boulder County, Colorado, 80501, United States of America","(40.16529208163265, -105.10262140816326, 0.0)",40.16529208163265,-105.10262140816326,0.0
812,2015,1985,30845.0,FORPROFIT,30845.0,OTHER,usda 2012,,whole foods local foods distribution,NONRETAIL,,,,,8835 West 116th Circle,,Broomfield,CO,80021.0,,,"8835 West 116th Circle,Broomfield,CO,80021","West 116th Circle, Broomfield, City and County of Broomfield, Colorado, 80021, United States of America","(39.9061023, -105.0965366, 0.0)",39.9061023,-105.0965366,0.0
813,2015,1985,76300.0,FORPROFIT,76300.0,ERS,,,Paleo foods restaurant,NONRETAIL,,,,,3303 30th Street,,Boulder,CO,80303.0,,,"3303 30th Street,Boulder,CO,80303","AOI Sushi and Izakaya, 3303, 30th Street, Ara, Boulder, Boulder County, Colorado, 80301, United States of America","(40.0353272, -105.2544967, 0.0)",40.0353272,-105.2544967,0.0
814,2015,1985,30855.0,FORPROFIT,30855.0,OTHER,USDA 2013 mAP,,Ethnic market bringing fresh & healthy foods to small very low income refugee/asylee commty,RETAIL,,,,,10315 East Iliff Avenue,,Aurora,CO,80247.0,,8005087100.0,"10315 East Iliff Avenue,Aurora,CO,80247","Gulzar Market, 10315, East Iliff Avenue, Aurora, Arapahoe County, Colorado, 80247, United States of America","(39.6755209, -104.8674539, 0.0)",39.6755209,-104.8674539,0.0
815,2015,1985,4720.0,FORPROFIT,4720.0,OTHER,usda 2012,,healthy and whole foods manufacturer distributor,NONRETAIL,,,,,1820 Industrial Circle,,Longmont,CO,80501.0,,,"1820 Industrial Circle,Longmont,CO,80501","1820, Industrial Circle, Dominion, Longmont, Boulder County, Colorado, 80501, United States of America","(40.148045651641375, -105.12326882720564, 0.0)",40.148045651641375,-105.12326882720564,0.0
